results/description,results/Name_EN,results/name,results/power,results/address,results/provider,results/latitude,results/longitude,results/evConnectorCount,results/evConnectorAggregation
"Type1: 22 kW, Type2: 22 kW, CCS2: CLOSED",,ศูนย์การค้า SENA Fest ถ.เจริญนคร,22 kW,"คลองต้นไทร, คลองสาน, กรุงเทพมหานคร",EA,13.719416,100.507575,,
"Type1: 22 kW, Type2: 22 kW, CCS2: CLOSED",,ศูนย์การค้า SENA Fest ถ.เจริญนคร,22 kW,"คลองต้นไทร, คลองสาน, กรุงเทพมหานคร",EA,13.719416,100.507575,,
CCS2: 40 kW,,ศูนย์การแพทย์วิชัยยุทธ,40 kW,"สามเสนใน, พญาไท, กรุงเทพมหานคร",EA,13.780432,100.5331,,
CCS2: 40 kW,,ศูนย์การแพทย์วิชัยยุทธ,40 kW,"สามเสนใน, พญาไท, กรุงเทพมหานคร",EA,13.780432,100.5331,,
"CCS2: 2x 118 kW, Type2: CLOSED",,ริทึ่ม สาทร,117 kW,"ยานนาวา, สาทร, กรุงเทพมหานคร",EA,13.717813,100.516818,,
"CCS2: 2x 118 kW, Type2: CLOSED",,ริทึ่ม สาทร,117 kW,"ยานนาวา, สาทร, กรุงเทพมหานคร",EA,13.717813,100.516818,,
"CCS2: 75 kW, Type2: 22 kW",,อาคาร อาคเนย์ประกันภัย จำกัด,75 kW,"บางรัก, บางรัก, กรุงเทพมหานคร",EA,13.727318,100.532229,,
"CCS2: 75 kW, Type2: 22 kW",,อาคาร อาคเนย์ประกันภัย จำกัด,75 kW,"บางรัก, บางรัก, กรุงเทพมหานคร",EA,13.727318,100.532229,,
"Type2: 22 kW, CCS2: 2x 110 kW",,SCB สาขาตลาดพลู,110 kW,"ตลาดพลู, ธนบุรี, กรุงเทพมหานคร",EA,13.720621,100.475762,,
"Type2: 22 kW, CCS2: 2x 110 kW",,SCB สาขาตลาดพลู,110 kW,"ตลาดพลู, ธนบุรี, กรุงเทพมหานคร",EA,13.720621,100.475762,,
"CCS2: 2x 40 kW, Type2: 22 kW",,เอ็มไพร์ทาวเวอร์ (อาคารจอดรถชั้น B1),40 kW,"ยานนาวา, สาทร, กรุงเทพมหานคร",EA,13.720536,100.530224,,
"CCS2: 2x 40 kW, Type2: 22 kW",,เอ็มไพร์ทาวเวอร์ (อาคารจอดรถชั้น B1),40 kW,"ยานนาวา, สาทร, กรุงเทพมหานคร",EA,13.720536,100.530224,,
"Type2: 22 kW, CCS2: 90 kW",,Condo ศุภาลัยริเวอร์ เพลส (ถ.เจริญนคร),90 kW,"บางลำภูล่าง, คลองสาน, กรุงเทพมหานคร",EA,13.710567,100.502822,,
"Type2: 22 kW, CCS2: 90 kW",,Condo ศุภาลัยริเวอร์ เพลส (ถ.เจริญนคร),90 kW,"บางลำภูล่าง, คลองสาน, กรุงเทพมหานคร",EA,13.710567,100.502822,,
"CCS2: 75 kW, CLOSED",,กรมขนส่งทหารบก ขส.ทบ. (ลานเอนกประสงค์),75 kW,"ถนนนครไชยศรี, ดุสิต, กรุงเทพมหานคร",EA,13.792595,100.531156,,
"CCS2: 75 kW, CLOSED",,กรมขนส่งทหารบก ขส.ทบ. (ลานเอนกประสงค์),75 kW,"ถนนนครไชยศรี, ดุสิต, กรุงเทพมหานคร",EA,13.792595,100.531156,,
"CCS2: 75 kW, Type2: CLOSED",,โครนอส ทาวเวอร์ ชั้น จี สเตชั่น1,75 kW,"สีลม, บางรัก, กรุงเทพมหานคร",EA,13.725044,100.538724,,
"CCS2: 75 kW, Type2: CLOSED",,โครนอส ทาวเวอร์ ชั้น จี สเตชั่น1,75 kW,"สีลม, บางรัก, กรุงเทพมหานคร",EA,13.725044,100.538724,,
"Type2: 5x 11 kW, CCS2: CLOSED",,โครนอส ทาวเวอร์ ชั้น 2 สเตชั่น 2-1,11 kW,"สีลม, บางรัก, กรุงเทพมหานคร",EA,13.72482,100.538481,,
"Type2: 5x 11 kW, CCS2: CLOSED",,โครนอส ทาวเวอร์ ชั้น 2 สเตชั่น 2-1,11 kW,"สีลม, บางรัก, กรุงเทพมหานคร",EA,13.72482,100.538481,,
"CCS2: 103 kW, Type2: CLOSED",,คาลเท็กซ์ เพชรพระเทพ,102 kW,"บางพรม, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.752084,100.448974,,
"CCS2: 103 kW, Type2: CLOSED",,คาลเท็กซ์ เพชรพระเทพ,102 kW,"บางพรม, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.752084,100.448974,,
CCS2: 6x 150 kW,,E-Bus พระราม 3-บุคคโล (Station1),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.703416,100.489631,,
CCS2: 6x 150 kW,,E-Bus พระราม 3-บุคคโล (Station1),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.703416,100.489631,,
CCS2: 4x 150 kW,,E-Bus พระราม 3-บุคคโล (Station2),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.703416,100.489631,,
CCS2: 4x 150 kW,,E-Bus พระราม 3-บุคคโล (Station2),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.703416,100.489631,,
"CCS2: 2x 118 kW, Type2: CLOSED",,MG 824 จำกัด,117 kW,"บางเชือกหนัง, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.743377,100.447065,,
"CCS2: 2x 118 kW, Type2: CLOSED",,MG 824 จำกัด,117 kW,"บางเชือกหนัง, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.743377,100.447065,,
"CCS2: CLOSED, Type2: 11 kW, CLOSED, Type1: CLOSED, -",,ซัสโก้ ราชพฤกษ์,11 kW,"บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.76229,100.445505,,
"CCS2: CLOSED, Type2: 11 kW, CLOSED, Type1: CLOSED, -",,ซัสโก้ ราชพฤกษ์,11 kW,"บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.76229,100.445505,,
"CCS2: 2x 110 kW, Type2: CLOSED",,The Bloc (Ratchaphruek),110 kW,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.768419,100.444822,,
"CCS2: 2x 110 kW, Type2: CLOSED",,The Bloc (Ratchaphruek),110 kW,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.768419,100.444822,,
"Type1: 22 kW, CLOSED, Type2: 5 kW, CLOSED, CCS2: 90 kW, CLOSED",,A.C.T สาขาแมคโคร สาทร,90 kW,"ทุ่งวัดดอน, สาทร, กรุงเทพมหานคร",EA,13.709774,100.535369,,
"Type1: 22 kW, CLOSED, Type2: 5 kW, CLOSED, CCS2: 90 kW, CLOSED",,A.C.T สาขาแมคโคร สาทร,90 kW,"ทุ่งวัดดอน, สาทร, กรุงเทพมหานคร",EA,13.709774,100.535369,,
"Type2: 5 kW, CLOSED, CCS2: 2x 90 kW",,สำนักงานใหญ่ เอสซีจี,90 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.803691,100.538499,,
"Type2: 5 kW, CLOSED, CCS2: 2x 90 kW",,สำนักงานใหญ่ เอสซีจี,90 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.803691,100.538499,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี ดาวคะนอง,117 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.699646,100.483695,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี ดาวคะนอง,117 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.699646,100.483695,,
CCS2: 2x 150 kW,,อี-เฟอรี่ องค์การคลังสินค้า (สเตชั่น 1),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.698133,100.489027,,
CCS2: 2x 150 kW,,อี-เฟอรี่ องค์การคลังสินค้า (สเตชั่น 1),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.698133,100.489027,,
"CCS2: 150 kW, CLOSED",,อี-เฟอรี่ องค์การคลังสินค้า (สเตชั่น 2),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.69785,100.488884,,
"CCS2: 150 kW, CLOSED",,อี-เฟอรี่ องค์การคลังสินค้า (สเตชั่น 2),150 kW,"บุคคโล, ธนบุรี, กรุงเทพมหานคร",EA,13.69785,100.488884,,
"Type1: 22 kW, Type2: 5 kW, CCS2: 2x 90 kW",,ปทุมธานีคอนกรีต,90 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.815106,100.515819,,
"Type1: 22 kW, Type2: 5 kW, CCS2: 2x 90 kW",,ปทุมธานีคอนกรีต,90 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.815106,100.515819,,
"CCS2: 2x 118 kW, Type2: CLOSED",,อาคาร ซี.พี.ทาวเวอร์ 2 (หน้าศูนย์การค้าฝั่งโลตัส),117 kW,"ดินแดง, ดินแดง, กรุงเทพมหานคร",EA,13.758519,100.565114,,
"CCS2: 2x 118 kW, Type2: CLOSED",,อาคาร ซี.พี.ทาวเวอร์ 2 (หน้าศูนย์การค้าฝั่งโลตัส),117 kW,"ดินแดง, ดินแดง, กรุงเทพมหานคร",EA,13.758519,100.565114,,
"CCS2: 2x 116 kW, Type2: CLOSED",,สวิมคิดส์ (อินทราวาส),116 kW,"บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.758118,100.437972,,
"CCS2: 2x 116 kW, Type2: CLOSED",,สวิมคิดส์ (อินทราวาส),116 kW,"บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.758118,100.437972,,
CCS2: 2x 152 kW,,E-BUS NEX Express Voice TV (สุทธิสาร),152 kW,"สามเสนใน, พญาไท, กรุงเทพมหานคร",EA,13.785779,100.559438,,
CCS2: 2x 152 kW,,E-BUS NEX Express Voice TV (สุทธิสาร),152 kW,"สามเสนใน, พญาไท, กรุงเทพมหานคร",EA,13.785779,100.559438,,
"Type2: 3x 22 kW, CCS2: 4x 38 kW",,เดอะ พาร์ค (สเตชั่น 1),38 kW,"คลองเตย, คลองเตย, กรุงเทพมหานคร",EA,13.721135,100.557874,,
"Type2: 3x 22 kW, CCS2: 4x 38 kW",,เดอะ พาร์ค (สเตชั่น 1),38 kW,"คลองเตย, คลองเตย, กรุงเทพมหานคร",EA,13.721135,100.557874,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เมโทร พาร์ค สาทร,117 kW,"บางหว้า, ภาษีเจริญ, กรุงเทพมหานคร",EA,13.709785,100.450589,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เมโทร พาร์ค สาทร,117 kW,"บางหว้า, ภาษีเจริญ, กรุงเทพมหานคร",EA,13.709785,100.450589,,
"Type2: 22 kW, CLOSED, CCS2: 110 kW, CLOSED",,ซัสโก้ สาขาวงศ์สว่าง,110 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.822851,100.522771,,
"Type2: 22 kW, CLOSED, CCS2: 110 kW, CLOSED",,ซัสโก้ สาขาวงศ์สว่าง,110 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.822851,100.522771,,
"Type2: 22 kW, CCS2: 75 kW",,ซัสโก้ สาขารัชดาภิเษก (ขาเข้า),75 kW,"ห้วยขวาง, ห้วยขวาง, กรุงเทพมหานคร",EA,13.768085,100.572318,,
"Type2: 22 kW, CCS2: 75 kW",,ซัสโก้ สาขารัชดาภิเษก (ขาเข้า),75 kW,"ห้วยขวาง, ห้วยขวาง, กรุงเทพมหานคร",EA,13.768085,100.572318,,
"CCS2: 150 kW, CLOSED, -",,อีเฟอรี่ วัดศาลาลี,150 kW,"บางไผ่, เมืองนนทบุรี, นนทบุรี",EA,13.826204,100.498007,,
"CCS2: 150 kW, CLOSED, -",,อีเฟอรี่ วัดศาลาลี,150 kW,"บางไผ่, เมืองนนทบุรี, นนทบุรี",EA,13.826204,100.498007,,
"CCS2: 2x 118 kW, Type2: CLOSED",,โชว์รูมเกียร์ธนบุรี (ตลิ่งชัน),117 kW,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.780855,100.433377,,
"CCS2: 2x 118 kW, Type2: CLOSED",,โชว์รูมเกียร์ธนบุรี (ตลิ่งชัน),117 kW,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",EA,13.780855,100.433377,,
"Type2: 22 kW, CLOSED, CCS2: CLOSED, -",,ซัสโก้ บางประกอก (สำนักงานใหญ่),22 kW,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",EA,13.685865,100.494137,,
"Type2: 22 kW, CLOSED, CCS2: CLOSED, -",,ซัสโก้ บางประกอก (สำนักงานใหญ่),22 kW,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",EA,13.685865,100.494137,,
"Type2: 22 kW, CLOSED, CCS2: 135 kW, CLOSED",,Saksit Alloy Group,135 kW,"ดินแดง, ดินแดง, กรุงเทพมหานคร",EA,13.776937,100.573384,,
"Type2: 22 kW, CLOSED, CCS2: 135 kW, CLOSED",,Saksit Alloy Group,135 kW,"ดินแดง, ดินแดง, กรุงเทพมหานคร",EA,13.776937,100.573384,,
"CCS2: 110 kW, CLOSED, Type2: CLOSED",,บิ๊กซี ราษฎร์บูรณะ,110 kW,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",EA,13.682779,100.500082,,
"CCS2: 110 kW, CLOSED, Type2: CLOSED",,บิ๊กซี ราษฎร์บูรณะ,110 kW,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",EA,13.682779,100.500082,,
"Type2: 22 kW, CCS2: 2x 90 kW",,A.C.T สาขาเกษมราษฏร์ (พระราม4),90 kW,"คลองตัน, คลองเตย, กรุงเทพมหานคร",EA,13.718328,100.567215,,
"Type2: 22 kW, CCS2: 2x 90 kW",,A.C.T สาขาเกษมราษฏร์ (พระราม4),90 kW,"คลองตัน, คลองเตย, กรุงเทพมหานคร",EA,13.718328,100.567215,,
"Type2: 5 kW, CCS2: 2x 110 kW ",,ซัสโก้ สาขา วิภาวดี 1,110 kW,"จอมพล, จตุจักร, กรุงเทพมหานคร",EA,13.802918,100.561303,,
"Type2: 5 kW, CCS2: 2x 110 kW ",,ซัสโก้ สาขา วิภาวดี 1,110 kW,"จอมพล, จตุจักร, กรุงเทพมหานคร",EA,13.802918,100.561303,,
"CCS2: 75 kW, CLOSED, Type2: CLOSED",,A.C.T สาขาวงศ์สว่าง,75 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.827128,100.529344,,
"CCS2: 75 kW, CLOSED, Type2: CLOSED",,A.C.T สาขาวงศ์สว่าง,75 kW,"บางซื่อ, บางซื่อ, กรุงเทพมหานคร",EA,13.827128,100.529344,,
